location,size,total_sqft,bath,price,bhk,price_per_sqft
Kengeri,1 BHK,600.0,1.0,35.0,1,58333.333333333336
Whitefield,2 BHK,1160.0,2.0,39.0,2,33620.68965517241
Dodda Nekkundi Extension,3 BHK,1950.0,2.0,89.5,3,45897.4358974359
Vittasandra,3 BHK,1650.0,3.0,85.0,3,51515.15151515151
Annapurneshwari Nagar,4 Bedroom,2400.0,4.0,150.0,4,62500.0
Abbigere,2 BHK,795.0,1.0,32.6,2,41006.2893081761
Raghavendra Nagar,5 Bedroom,800.0,5.0,95.0,5,118750.0
TC Palaya,5 Bedroom,1400.0,5.0,97.0,5,69285.71428571429
Kalyan nagar,3 BHK,2285.0,4.0,165.0,3,72210.06564551422
Haralur Road,2 BHK,1243.0,2.0,46.0,2,37007.24054706356
Kammagondahalli,2 BHK,1263.0,2.0,51.5,2,40775.930324623914
Nanjappa Layout Vidyaranyapura,5 BHK,1200.0,4.0,115.0,5,95833.33333333333
Hennur,3 BHK,1345.0,2.0,69.0,3,51301.115241635685
D Group Employees Layout,5 Bedroom,4400.0,5.0,240.0,5,54545.454545454544
Electronic City,3 BHK,1360.0,2.0,58.0,3,42647.05882352941
Sarjapur  Road,2 BHK,1026.0,2.0,60.55,2,59015.59454191033
Alfa Garden Layout,2 BHK,1050.0,2.0,38.0,2,36190.47619047619
Uttarahalli,3 BHK,1460.0,3.0,76.0,3,52054.79452054795
Banagiri Nagar,3 BHK,1525.0,2.0,91.48,3,59986.88524590164
Kanakpura Road,3 BHK,1843.0,3.0,85.0,3,46120.455778621814
Ananth Nagar,2 BHK,1000.0,2.0,25.0,2,25000.0
Koramangala,3 BHK,1642.0,2.0,115.0,3,70036.54080389769
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,55000.0
Austin Town,2 BHK,975.0,2.0,60.0,2,61538.46153846154
Bisuvanahalli,3 BHK,1075.0,2.0,44.0,3,40930.232558139534
Panathur,2 BHK,1210.0,2.0,77.93,2,64404.95867768595
Rammana Layout,3 BHK,2000.0,3.0,100.0,3,50000.0
Akshaya Nagar,2 BHK,1225.0,2.0,68.0,2,55510.204081632655
Jakkur,2 BHK,1290.0,2.0,80.04,2,62046.51162790698
Remco Bhel Layout,2 BHK,1220.0,2.0,56.0,2,45901.639344262294
A Narayanapura,1 Bedroom,1500.0,2.0,85.0,1,56666.666666666664
Kaggadasapura,2 BHK,1361.0,2.0,79.0,2,58045.554739162384
Frazer Town,5 Bedroom,2801.25,4.0,462.0,5,164926.37215528783
1st Phase JP Nagar,2 BHK,1394.0,2.0,85.0,2,60975.60975609756
Yelahanka,2 BHK,870.0,2.0,27.0,2,31034.48275862069
Marasandra,4 Bedroom,5000.0,5.0,300.0,4,60000.0
Rajaji Nagar,2 BHK,1222.0,2.0,98.0,2,80196.39934533552
Hebbal,2 BHK,1420.0,2.0,99.39,2,69992.95774647887
Bellandur,3 BHK,1846.0,3.0,135.0,3,73131.09425785483
Benson Town,2 Bedroom,1688.12,2.0,270.0,2,159941.2364049949
Yeshwanthpur,2 BHK,1167.0,2.0,64.08,2,54910.025706940876
Ananth Nagar,2 BHK,902.0,2.0,25.0,2,27716.18625277162
Kannamangala,4 BHK,2422.0,4.0,135.0,4,55739.05862923204
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,50000.0
Rajapura,2 BHK,1000.0,2.0,50.0,2,50000.0
Kundalahalli,2 BHK,1260.0,2.0,58.0,2,46031.74603174603
Banashankari Stage II,3 Bedroom,3000.0,3.0,450.0,3,150000.0
Jigani,2 BHK,939.0,2.0,39.0,2,41533.5463258786
Konanakunte,9 Bedroom,1590.0,6.0,150.0,9,94339.62264150943
Jalahalli,1 Bedroom,600.0,1.0,37.0,1,61666.666666666664
8th Phase JP Nagar,2 BHK,1298.0,2.0,59.0,2,45454.545454545456
Marathahalli,3 BHK,1710.0,3.0,135.0,3,78947.36842105263
Subramanyapura,2 BHK,1000.0,2.0,45.0,2,45000.0
Ramagondanahalli,3 BHK,3350.0,3.0,150.0,3,44776.119402985074
Bagalakunte,2 Bedroom,1200.0,4.0,138.0,2,115000.0
RPC layout,2 BHK,1100.0,2.0,68.0,2,61818.181818181816
Jalahalli,1 BHK,615.0,1.0,46.0,1,74796.74796747968
Sarjapur  Road,2 BHK,1350.0,2.0,85.0,2,62962.96296296296
Sultan Palaya,4 Bedroom,5000.0,5.0,325.0,4,65000.0
Cunningham Road,3 BHK,2700.0,3.0,501.0,3,185555.55555555556
Vijaya Bank Layout,6 Bedroom,4000.0,6.0,460.0,6,115000.0
Hegde Nagar,3 BHK,1718.0,3.0,130.0,3,75669.38300349243
7th Phase JP Nagar,3 BHK,1680.0,3.0,112.0,3,66666.66666666667
Hulimavu,2 Bedroom,1500.0,2.0,90.0,2,60000.0
Sarjapur  Road,3 BHK,1157.0,2.0,72.0,3,62229.90492653414
Akshaya Nagar,2 BHK,1179.0,2.0,51.0,2,43256.99745547074
Hulimavu,2 BHK,1315.0,2.0,60.48,2,45992.395437262356
Phase 1 Kammasandra,2 BHK,1105.0,2.0,28.18,2,25502.262443438914
Banashankari,3 BHK,1800.0,3.0,175.0,3,97222.22222222222
Jalahalli East,2 BHK,1010.0,2.0,52.0,2,51485.148514851484
Electronic City,1 BHK,630.0,1.0,46.0,1,73015.87301587302
Anekal,2 Bedroom,1200.0,2.0,36.1,2,30083.333333333332
Kaval Byrasandra,2 BHK,1025.0,2.0,60.0,2,58536.58536585366
Hennur Road,2 BHK,1195.0,2.0,59.0,2,49372.384937238494
Whitefield,2 BHK,1012.0,2.0,58.0,2,57312.25296442688
Hegde Nagar,3 BHK,1884.0,4.0,118.0,3,62632.69639065817
Sarjapura - Attibele Road,2 BHK,1090.0,2.0,37.0,2,33944.95412844037
Kathriguppe,3 BHK,1300.0,3.0,77.99,3,59992.307692307695
Amblipura,4 BHK,2950.0,4.0,250.0,4,84745.7627118644
Harlur,3 BHK,1710.0,3.0,85.0,3,49707.602339181285
Uttarahalli,3 BHK,1500.0,3.0,68.0,3,45333.333333333336
Kodichikkanahalli,3 BHK,1310.0,2.0,53.0,3,40458.01526717557
Dommasandra,2 BHK,674.0,1.0,19.9,2,29525.222551928782
Hoodi,3 BHK,1350.0,3.0,70.0,3,51851.851851851854
Hennur Gardens,3 BHK,1464.0,2.0,115.0,3,78551.91256830601
Marsur,3 BHK,715.0,2.0,29.0,3,40559.44055944056
Electronic City,3 BHK,1400.0,2.0,40.45,3,28892.85714285714
Electronic City Phase II,3 BHK,1625.0,2.0,48.75,3,30000.0
Electronic City,2 BHK,1065.0,2.0,30.76,2,28882.62910798122
Kumaraswami Layout,6 Bedroom,510.0,4.0,70.0,6,137254.9019607843
HMT Layout,3 BHK,1385.0,3.0,90.0,3,64981.94945848375
CV Raman Nagar,2 BHK,1040.0,2.0,50.0,2,48076.92307692308
Haralur Road,3 BHK,1817.0,3.0,110.0,3,60539.35057787562
Volagerekallahalli,2 BHK,1205.0,2.0,47.0,2,39004.14937759336
Volagerekallahalli,2 BHK,1070.0,2.0,33.43,2,31242.99065420561
Kodathi,2 BHK,1070.0,2.0,52.0,2,48598.13084112149
Amruthahalli,2 BHK,1340.0,2.0,75.0,2,55970.149253731346
Kalena Agrahara,2 BHK,980.0,2.0,35.0,2,35714.28571428572
8th Phase JP Nagar,2 BHK,1006.0,2.0,44.0,2,43737.574552683895
Thanisandra,2 BHK,1098.0,2.0,71.0,2,64663.02367941712
Mico Layout,2 BHK,1200.0,2.0,53.5,2,44583.333333333336
Thigalarapalya,4 BHK,4190.0,4.0,325.0,4,77565.63245823389
Sarjapur  Road,2 BHK,1019.0,2.0,62.0,2,60843.96467124632
Whitefield,2 BHK,1150.0,2.0,40.21,2,34965.217391304344
Anekal,3 Bedroom,1733.5,3.0,120.0,3,69224.11306605134
Yeshwanthpur Industrial Suburb,2 BHK,1415.0,2.0,120.0,2,84805.65371024735
"Electronic city Phase 1, ",3 BHK,1750.0,3.0,58.0,3,33142.857142857145
Raja Rajeshwari Nagara,3 BHK,1537.0,3.0,81.0,3,52700.06506180872
Chennappa Layout,2 BHK,1050.0,2.0,45.0,2,42857.142857142855
Kanakpura Road,3 BHK,1452.0,3.0,55.6,3,38292.011019283746
Domlur,2 BHK,1246.0,2.0,95.0,2,76243.98073836276
Yelahanka,3 BHK,1890.0,4.0,85.0,3,44973.54497354497
Electronic City Phase II,2 BHK,972.0,2.0,40.0,2,41152.2633744856
5th Block Jayanagar,4 Bedroom,10624.0,4.0,2340.0,4,220256.02409638555
Brookefield,4 Bedroom,1500.0,5.0,160.0,4,106666.66666666667
Electronic City,1 BHK,630.0,1.0,33.7,1,53492.06349206349
Kothanur,8 Bedroom,1050.0,5.0,80.0,8,76190.47619047618
Shingapura,3 BHK,1255.0,2.0,60.0,3,47808.764940239045
Ramamurthy Nagar,4 Bedroom,1900.0,4.0,185.0,4,97368.42105263157
Doddaballapur,3 Bedroom,2440.0,3.0,142.0,3,58196.72131147541
Kanakpura Road,3 BHK,1938.0,3.0,92.69,3,47827.65737874097
Bannerghatta Road,3 BHK,1711.0,3.0,125.0,3,73056.69199298655
Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,200000.0
CV Raman Nagar,2 BHK,1392.0,2.0,95.0,2,68247.1264367816
Haralur Road,2 BHK,1225.0,2.0,77.0,2,62857.142857142855
Sarjapur  Road,4 BHK,3418.0,3.0,235.0,4,68753.65710942072
Green Glen Layout,3 BHK,1750.0,3.0,120.0,3,68571.42857142857
Subramanyapura,3 BHK,1260.0,2.0,80.0,3,63492.06349206349
Sarjapur  Road,1 BHK,691.0,1.0,31.1,1,45007.23589001447
BTM 2nd Stage,4 Bedroom,2400.0,3.0,400.0,4,166666.66666666666
Haralur Road,2 BHK,1285.0,2.0,78.0,2,60700.38910505836
Hebbal,3 BHK,1590.0,3.0,96.0,3,60377.35849056604
9th Phase JP Nagar,3 BHK,1571.0,3.0,65.0,3,41374.92043284532
Hebbal Kempapura,5 Bedroom,2800.0,5.0,220.0,5,78571.42857142857
Garudachar Palya,2 BHK,1060.0,2.0,48.66,2,45905.660377358494
Hennur,2 BHK,1255.0,2.0,58.0,2,46215.13944223108
Govindapura,4 Bedroom,702.0,4.0,65.0,4,92592.5925925926
Lal Bahadur Shastri Nagar,3 Bedroom,2400.0,2.0,185.0,3,77083.33333333333
Bannerghatta Road,3 BHK,1520.0,2.0,81.0,3,53289.47368421053
Gollahalli,2 BHK,1170.0,2.0,45.51,2,38897.4358974359
OMBR Layout,3 BHK,1580.0,3.0,75.0,3,47468.354430379746
Ardendale,3 BHK,1777.26,3.0,89.0,3,50077.08495099198
Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.78,2,42808.90253261704
Kodichikkanahalli,2 BHK,1680.0,2.0,59.0,2,35119.04761904762
Whitefield,3 BHK,1495.0,2.0,70.0,3,46822.74247491639
Yelahanka,3 BHK,1835.0,3.0,108.0,3,58855.58583106267
Banjara Layout,3 Bedroom,610.0,3.0,60.0,3,98360.65573770492
Nagawara Junction,2 BHK,1080.0,2.0,38.0,2,35185.18518518518
Electronic City,2 BHK,1025.0,2.0,29.61,2,28887.80487804878
Haralur Road,2 BHK,1225.0,2.0,67.48,2,55085.71428571428
Balagere,1 BHK,656.0,1.0,34.77,1,53003.04878048781
Sarjapur  Road,2 BHK,994.0,2.0,45.0,2,45271.62977867203
Thirupalya,2 BHK,1025.0,2.0,65.0,2,63414.634146341465
Marathahalli,2 BHK,1156.0,2.0,52.0,2,44982.69896193771
JP Nagar,2 BHK,1250.0,2.0,60.0,2,48000.0
Kundalahalli,4 Bedroom,3092.0,4.0,230.0,4,74385.51099611902
Hegde Nagar,3 BHK,1930.0,4.0,122.0,3,63212.43523316062
New Thippasandra,2 BHK,1020.0,2.0,70.0,2,68627.45098039215
Kumaraswami Layout,3 BHK,1310.0,2.0,70.0,3,53435.114503816796
Jalahalli,1 BHK,612.5,1.0,27.565,1,45004.08163265306
Kanakpura Road,2 BHK,1322.0,2.0,70.0,2,52950.0756429652
Kothanur,2 BHK,1160.0,2.0,57.0,2,49137.93103448276
5th Block Hbr Layout,2 BHK,1100.0,2.0,48.0,2,43636.36363636364
Lakshminarayana Pura,3 BHK,1720.0,3.0,150.0,3,87209.30232558139
Hosur Road,3 BHK,1689.0,3.0,103.0,3,60982.83007696862
Chikkalasandra,2 BHK,1090.0,2.0,47.42,2,43504.5871559633
KR Puram,2 BHK,2000.0,2.0,75.0,2,37500.0
Venugopal Reddy Layout,2 BHK,1155.0,2.0,69.0,2,59740.25974025974
Vishveshwarya Layout,6 Bedroom,4000.0,6.0,230.0,6,57500.0
Sarjapur  Road,4 Bedroom,3913.0,5.0,176.0,4,44978.277536417074
Hebbal,3 BHK,3520.0,5.0,320.0,3,90909.09090909091
JP Nagar,2 BHK,1125.0,2.0,39.98,2,35537.77777777778
Yelahanka,3 BHK,1847.0,3.0,92.0,3,49810.50351922036
7th Phase JP Nagar,3 BHK,1515.0,2.0,76.0,3,50165.01650165016
Raja Rajeshwari Nagar,8 Bedroom,3450.0,7.0,225.0,8,65217.391304347824
Yelahanka,5 Bedroom,2500.0,3.0,120.0,5,48000.0
Sarjapur  Road,2 BHK,1130.0,2.0,55.0,2,48672.566371681416
Bellandur,2 BHK,1049.0,2.0,51.0,2,48617.73117254528
Amruthahalli,3 BHK,2650.0,4.0,175.0,3,66037.7358490566
Varthur Road,2 BHK,850.0,2.0,25.4,2,29882.352941176472
Badavala Nagar,3 BHK,1842.0,3.0,115.0,3,62432.13897937025
Govindaraja Nagar Ward,5 Bedroom,2600.0,5.0,370.0,5,142307.6923076923
Jakkur,2 BHK,1282.0,2.0,72.0,2,56162.24648985959
Kalena Agrahara,2 BHK,800.0,2.0,40.0,2,50000.0
Gidada Konnenahalli,4 Bedroom,1200.0,4.0,240.0,4,200000.0
Chandapura,3 BHK,1190.0,2.0,30.35,3,25504.201680672268
Magadi Road,3 BHK,1318.0,2.0,68.0,3,51593.32321699545
Kanakpura Road,2 BHK,1698.0,2.0,105.0,2,61837.455830388695
Jayanagar,3 BHK,2030.0,2.0,182.0,3,89655.1724137931
Kammasandra,3 BHK,1276.0,2.0,31.9,3,25000.0
Shikaripalya,3 BHK,1555.0,2.0,67.0,3,43086.81672025724
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,77086.65603402446
frazertown,3 BHK,2900.0,3.0,325.0,3,112068.96551724138
Yelahanka,3 BHK,1890.0,3.0,109.0,3,57671.95767195767
M V Extenstion,5 BHK,900.0,5.0,135.0,5,150000.0
Old Madras Road,2 BHK,935.0,2.0,32.0,2,34224.59893048128
Cox Town,2 BHK,1000.0,2.0,58.0,2,58000.0
Singasandra,3 BHK,1510.0,3.0,75.0,3,49668.87417218543
Uttarahalli,2 BHK,1120.0,2.0,50.0,2,44642.857142857145
Ananth Nagar,2 BHK,930.0,2.0,25.99,2,27946.236559139787
Electronic City,3 BHK,1160.0,2.0,42.0,3,36206.89655172414
Raja Rajeshwari Nagar,2 BHK,1419.0,2.0,48.1,2,33897.11064129669
Talaghattapura,2 BHK,1175.0,2.0,62.0,2,52765.95744680851
Bellandur,3 BHK,1350.0,2.0,63.0,3,46666.666666666664
Malleshwaram,3 BHK,2215.0,3.0,330.0,3,148984.1986455982
Attibele,2 BHK,996.0,2.0,24.9,2,25000.0
Anjanapura,2 BHK,1076.0,2.0,30.13,2,28001.85873605948
Off Bannergatta road,4 BHK,2180.0,4.0,115.0,4,52752.293577981654
Kasavanhalli,3 BHK,1715.0,3.0,112.0,3,65306.12244897959
Hebbal,2 BHK,1072.0,2.0,45.0,2,41977.611940298506
Panathur,2 BHK,1230.0,2.0,80.0,2,65040.650406504064
Murugeshpalya,3 BHK,1600.0,2.0,65.0,3,40625.0
Thanisandra,3 BHK,1411.0,3.0,93.25,3,66087.88093550674
Rayasandra,5 BHK,3600.0,5.0,145.0,5,40277.77777777778
Jalahalli,3 BHK,2404.0,3.0,138.0,3,57404.32612312812
Sahakara Nagar,4 Bedroom,1200.0,4.0,190.0,4,158333.33333333334
Nagarbhavi,3 Bedroom,1200.0,3.0,226.0,3,188333.33333333334
Doddathoguru,3 BHK,1208.0,3.0,45.0,3,37251.65562913907
Yeshwanthpur,5 Bedroom,1700.0,5.0,300.0,5,176470.58823529413
Haralur Road,2 BHK,1225.0,2.0,69.84,2,57012.244897959186
Hebbal,2 BHK,1162.0,2.0,69.0,2,59380.37865748709
Thanisandra,3 BHK,1262.0,2.0,65.0,3,51505.54675118859
Konanakunte Cross,2 BHK,1050.0,2.0,35.0,2,33333.333333333336
Electronic City Phase II,2 BHK,1160.0,2.0,33.51,2,28887.931034482754
Channasandra,3 Bedroom,1500.0,3.0,61.95,3,41300.0
Vaderahalli,3 BHK,1610.0,3.0,85.0,3,52795.03105590062
Whitefield,2 BHK,1340.0,2.0,41.0,2,30597.014925373136
Sarjapur  Road,3 BHK,2275.0,4.0,182.0,3,80000.0
Budigere,2 BHK,1162.0,2.0,58.0,2,49913.941480206544
Manorayana Palya,2 Bedroom,1500.0,2.0,145.0,2,96666.66666666667
Hiremath Layout,4 Bedroom,3150.0,3.0,135.0,4,42857.142857142855
Hosa Road,2 BHK,1170.0,2.0,65.0,2,55555.555555555555
Sarjapur  Road,2 BHK,980.0,2.0,25.0,2,25510.20408163265
Channasandra,3 BHK,1800.0,3.0,60.0,3,33333.333333333336
Banashankari Stage VI,3 BHK,1423.0,2.0,71.73,3,50407.58959943781
Kaggadasapura,2 BHK,1106.0,2.0,40.0,2,36166.365280289334
Kereguddadahalli,2 BHK,1105.0,2.0,27.6,2,24977.37556561086
Cunningham Road,4 Bedroom,7500.0,6.0,1800.0,4,240000.0
Tirumanahalli,2 BHK,1255.0,2.0,56.7,2,45179.282868525894
Sarjapur  Road,3 BHK,1525.0,2.0,65.0,3,42622.95081967213
Babusapalaya,2 BHK,1061.0,2.0,38.95,2,36710.65032987748
Hoskote near,2 Bedroom,600.0,2.0,29.5,2,49166.666666666664
Electronic City Phase II,3 BHK,1400.0,2.0,40.45,3,28892.85714285714
Domlur,3 BHK,2100.0,3.0,145.0,3,69047.61904761905
Electronic City,2 BHK,660.0,1.0,16.5,2,25000.0
Kengeri,2 BHK,633.0,1.0,18.0,2,28436.018957345972
Indira Nagar,2 BHK,1260.0,2.0,120.0,2,95238.09523809524
ITPL,2 BHK,907.0,2.0,55.43,2,61113.5611907387
Hennur Road,3 BHK,2047.0,3.0,67.55,3,32999.51148021495
"Haralur Road, ",4 BHK,2597.0,4.0,189.0,4,72776.28032345013
Bellandur,2 BHK,1211.0,2.0,63.0,2,52023.12138728324
Hennur Road,3 BHK,1904.0,3.0,129.0,3,67752.10084033613
Balagere,2 BHK,1205.0,2.0,73.87,2,61302.90456431535
Yeshwanthpur,2 BHK,1164.0,2.0,64.08,2,55051.54639175258
Mahaganapathy Nagar,2 BHK,1410.0,2.0,73.0,2,51773.04964539007
Green View Layout,2 BHK,1150.0,2.0,42.0,2,36521.739130434784
Udayapur Village,2 BHK,1170.0,2.0,53.11,2,45393.16239316239
Hennur,2 BHK,1420.0,2.0,62.0,2,43661.971830985916
Panathur,2 BHK,1125.0,2.0,45.0,2,40000.0
NRI Layout,3 BHK,1789.0,3.0,75.0,3,41922.861934041364
Hulimavu,2 BHK,1021.0,2.0,76.0,2,74436.82664054848
Ananth Nagar,2 BHK,1074.0,2.0,26.85,2,25000.0
Kalena Agrahara,2 BHK,1222.0,2.0,48.0,2,39279.86906710311
Hennur Road,3 BHK,1981.0,3.0,134.0,3,67642.60474507825
Yelachenahalli,2 BHK,1103.0,2.0,55.0,2,49864.00725294651
Adugodi,2 BHK,1201.0,2.0,65.0,2,54121.56536219817
Sarjapur  Road,2 BHK,970.0,2.0,36.0,2,37113.40206185567
Sarjapur,2 BHK,920.0,2.0,33.0,2,35869.565217391304
Yeshwanthpur,3 BHK,1520.0,3.0,85.0,3,55921.05263157895
Chikkathoguru,3 Bedroom,675.0,3.0,75.0,3,111111.11111111111
Sonnenahalli,3 BHK,1268.0,2.0,75.0,3,59148.26498422713
Thippasandra,1 BHK,660.0,1.0,30.0,1,45454.545454545456
Harlur,3 BHK,1755.0,3.0,115.0,3,65527.065527065526
Hoskote,2 BHK,945.0,2.0,35.0,2,37037.03703703704
8th Phase JP Nagar,1 BHK,500.0,1.0,33.0,1,66000.0
Harlur,4 BHK,2820.0,4.0,153.5,4,54432.624113475176
Bommenahalli,4 Bedroom,1632.0,3.0,140.0,4,85784.3137254902
Rachenahalli,2 BHK,1167.0,2.0,37.5,2,32133.67609254499
Domlur,2 BHK,1276.0,2.0,80.0,2,62695.92476489028
Thanisandra,2 BHK,1234.0,2.0,51.0,2,41329.0113452188
Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,63559.32203389831
ISRO Layout,3 BHK,1370.0,2.0,87.0,3,63503.6496350365
Chandapura,2 BHK,1015.0,2.0,25.88,2,25497.536945812808
RK Colony,9 Bedroom,1200.0,9.0,230.0,9,191666.66666666666
Electronic City,3 Bedroom,1400.0,3.0,90.0,3,64285.71428571428
Whitefield,5 Bedroom,1500.0,6.0,155.0,5,103333.33333333333
Bagalakunte,2 Bedroom,1050.0,2.0,40.0,2,38095.23809523809
Ramagondanahalli,2 BHK,1251.0,2.0,46.0,2,36770.58353317346
Yeshwanthpur,3 BHK,1677.0,3.0,92.13,3,54937.38819320215
Sarjapur  Road,2 BHK,1346.0,2.0,67.38,2,50059.4353640416
Electronic City Phase II,2 BHK,1090.0,2.0,31.48,2,28880.73394495413
2nd Stage Nagarbhavi,5 Bedroom,1200.0,4.0,240.0,5,200000.0
Kanakapura,3 BHK,1290.0,2.0,51.1,3,39612.40310077519
Rajaji Nagar,5 BHK,7514.0,7.0,1500.0,5,199627.36225712005
Sarjapur  Road,3 BHK,1881.0,3.0,145.0,3,77086.65603402446
Garudachar Palya,2 BHK,1150.0,2.0,52.0,2,45217.391304347824
Sarjapur,3 Bedroom,2690.0,3.0,295.0,3,109665.42750929367
Kanakpura Road,3 BHK,1200.0,2.0,42.0,3,35000.0
Dairy Circle,3 BHK,2735.0,4.0,340.0,3,124314.4424131627
Austin Town,2 BHK,950.0,2.0,65.0,2,68421.05263157895
Bommasandra Industrial Area,3 BHK,1491.0,3.0,40.5,3,27162.97786720322
Ramamurthy Nagar,2 BHK,1050.0,2.0,51.66,2,49200.0
Hoodi,3 BHK,1660.0,3.0,131.0,3,78915.6626506024
Nagavarapalya,2 BHK,1134.0,2.0,55.0,2,48500.881834215164
Hebbal,2 BHK,1100.0,2.0,60.0,2,54545.454545454544
Magadi Road,4 Bedroom,800.0,4.0,60.0,4,75000.0
Anekal,2 Bedroom,1200.0,2.0,36.1,2,30083.333333333332
Nagarbhavi,4 Bedroom,1200.0,4.0,240.0,4,200000.0
kg halli jalhalli west,3 Bedroom,980.0,3.0,80.0,3,81632.6530612245
Vasatha Vallbha Nagar,2 BHK,1080.0,2.0,37.8,2,35000.0
CV Raman Nagar,1 BHK,705.0,2.0,50.0,1,70921.98581560283
BAGUR ROAD,3 BHK,1200.0,2.0,35.0,3,29166.666666666668
Anandapura,2 BHK,1200.0,2.0,50.0,2,41666.666666666664
Talaghattapura,3 BHK,1804.0,3.0,127.0,3,70399.11308203991
Sidedahalli,2 BHK,750.0,2.0,20.0,2,26666.666666666668
Shanti Nagar,2 BHK,420.0,1.0,25.0,2,59523.80952380953
Malleshwaram,4 BHK,2800.0,4.0,252.0,4,90000.0
Battarahalli,2 BHK,1090.0,2.0,38.37,2,35201.83486238532
R.T. Nagar,2 Bedroom,1500.0,2.0,230.0,2,153333.33333333334
Electronic City,3 BHK,1287.0,3.0,55.0,3,42735.042735042734
Thigalarapalya,3 BHK,2215.0,4.0,157.0,3,70880.3611738149
Kadubeesanahalli,4 Bedroom,2800.0,4.0,375.0,4,133928.57142857142
Sarjapur  Road,2 BHK,1045.0,2.0,42.15,2,40334.92822966507
Hormavu,2 BHK,1263.0,2.0,47.36,2,37498.02058590657
Whitefield,3 BHK,1431.0,3.0,85.0,3,59399.02166317261
Dommasandra,2 BHK,999.0,2.0,32.9,2,32932.932932932934
Vittasandra,3 BHK,1650.0,3.0,85.5,3,51818.181818181816
Lavakusha Nagar,3 BHK,1535.0,3.0,72.0,3,46905.53745928339
Marathahalli,4 BHK,2524.0,5.0,180.0,4,71315.37242472266
Kanakpura Road,3 BHK,1300.0,3.0,69.0,3,53076.92307692308
1st Block HRBR Layout,3 Bedroom,600.0,3.0,125.0,3,208333.33333333334
7th Phase JP Nagar,3 BHK,2095.0,3.0,150.0,3,71599.04534606205
Yelahanka New Town,1 BHK,284.0,1.0,8.0,1,28169.014084507042
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,28000.0
Nallurhalli,2 BHK,1265.0,2.0,68.0,2,53754.94071146245
Kudlu Gate,2 BHK,1215.0,2.0,44.96,2,37004.115226337446
Yelahanka New Town,2 Bedroom,2200.0,2.0,180.0,2,81818.18181818182
Electronics City Phase 1,2 BHK,1028.0,2.0,51.0,2,49610.894941634244
Hegde Nagar,3 BHK,1835.0,2.0,92.0,3,50136.239782016346
Munnekollal,3 BHK,1800.0,3.0,65.0,3,36111.11111111111
1st Phase JP Nagar,3 BHK,2077.0,3.0,175.0,3,84256.13866153105
Sarjapur  Road,4 Bedroom,2880.0,3.0,211.0,4,73263.88888888889
Balepet,6 BHK,499.0,5.0,89.0,6,178356.7134268537
Dasanapura,2 BHK,708.0,2.0,31.15,2,43997.17514124294
Basavangudi,2 BHK,1200.0,2.0,120.0,2,100000.0
Hosakerehalli,2 BHK,925.0,2.0,46.25,2,50000.0
Bannerghatta Road,3 Bedroom,2826.0,3.0,148.0,3,52370.84217975938
Kanakpura Road,1 BHK,458.0,1.0,33.66,1,73493.4497816594
Annasandrapalya,4 Bedroom,3500.0,4.0,150.0,4,42857.142857142855
Bileshivale,4 Bedroom,5400.0,4.0,250.0,4,46296.2962962963
9th Block Jayanagar,4 Bedroom,1000.0,5.0,200.0,4,200000.0
Amruthahalli,3 BHK,1450.0,2.0,90.0,3,62068.96551724138
Kasavanhalli,2 BHK,1100.0,2.0,65.0,2,59090.90909090909
Kadubeesanahalli,2 BHK,1185.0,2.0,55.0,2,46413.50210970464
9th Phase JP Nagar,4 Bedroom,1900.0,4.0,80.0,4,42105.26315789474
TC Palaya,2 Bedroom,1200.0,2.0,70.0,2,58333.333333333336
Shettigere,1 BHK,660.0,1.0,35.0,1,53030.30303030303
Ambedkar Nagar,3 BHK,1920.0,4.0,121.0,3,63020.833333333336
Jalahalli,2 Bedroom,1200.0,2.0,130.0,2,108333.33333333333
1st Phase JP Nagar,4 BHK,4550.0,2.0,240.0,4,52747.25274725275
Bhoganhalli,2 BHK,1205.0,2.0,68.32,2,56697.09543568465
Haralur Road,2 BHK,1200.0,2.0,46.0,2,38333.333333333336
Akshaya Nagar,3 BHK,1421.0,2.0,73.0,3,51372.273047149894
6th Phase JP Nagar,3 BHK,1250.0,3.0,48.9,3,39120.0
Whitefield,1 BHK,524.0,1.0,29.0,1,55343.51145038168
HSR Layout,5 Bedroom,4200.0,5.0,245.0,5,58333.333333333336
Thubarahalli,3 BHK,1540.0,3.0,90.0,3,58441.55844155844
Sarjapur  Road,2 BHK,984.0,2.0,45.91,2,46656.50406504065
Rachenahalli,2 BHK,985.0,2.0,50.17,2,50934.01015228427
Whitefield,4 BHK,2830.0,4.0,161.0,4,56890.4593639576
Byrasandra,2 BHK,1140.0,2.0,60.0,2,52631.57894736842
5th Block Hbr Layout,5 Bedroom,3600.0,5.0,130.0,5,36111.11111111111
Begur Road,3 BHK,1410.0,2.0,44.42,3,31503.54609929078
Raja Rajeshwari Nagar,3 BHK,1700.0,2.0,86.0,3,50588.23529411765
